IDs symbol logFC AveExpr t P.Value adj.P.Val B
10257 ABCC4 1.34214859353501 6.82239636811539 4.41816575135076 0.000110725205091756 0.00169933451258186 1.06942743980204
8309 ACOX2 -1.29642101239475 6.51230938779364 -6.28662878824675 5.18889264693523e-07 4.13071503576825e-05 6.23556726769512
70 ACTC1 -1.32667075127527 8.87885235725759 -3.49488940592453 0.00143841904681 0.0115729029681419 -1.36566300408123
101060091 ACTR3-AS1 -1.10497589725546 2.23826371903956 -3.44144689005915 0.00165999235531003 0.0128278846071513 -1.50019183112835
100 ADA -1.06075589542759 4.37330415378405 -4.66607485062925 5.4560001012725e-05 0.00101785146790913 1.747766607844
51816 ADA2 -1.06462308461616 8.06219923476361 -4.39385880654474 0.000118646971842872 0.00178918316526463 1.0033040278539
170692 ADAMTS18 -1.02717727642128 2.87670741130388 -4.49974963129508 8.77689013468045e-05 0.00143576154932573 1.29190597096829
11096 ADAMTS5 -2.07526142268327 5.4832625807915 -8.78616854888381 5.82296820182453e-10 5.2804194689328e-07 12.7657567368799
100507098 ADAMTS9-AS2 -1.03044765897039 4.08449946628657 -5.2428689604739 1.03799937440758e-05 0.000303640293857209 3.34406028533739
100506125 ADCY6-DT 1.415973150567 2.36603576834041 5.83738571214264 1.87389270944873e-06 9.88237038154605e-05 4.99563982137074
101928307 ADGRB3-DT -1.10557800874313 1.70065043386591 -3.42660130048183 0.00172716483903201 0.013214775145888 -1.5374020806348
283383 ADGRD1 -2.75567793484495 6.21340947347057 -9.07511363164623 2.78819940052148e-10 3.23074860537091e-07 13.4676795909078
23284 ADGRL3 -1.26934091912993 2.9456447850294 -4.15289017417815 0.000234536449892247 0.00297188744556658 0.352403456494804
126 ADH1C -1.3465007341725 4.12229109953526 -4.69160854707011 5.07109587976613e-05 0.00095891066876049 1.81798744130661
148 ADRA1A -1.47699291684864 4.26420835564638 -8.52912040197899 1.13142823594762e-09 8.74007359894799e-07 12.1312652918435
79814 AGMAT 1.01562880793114 4.10499390955793 5.62242844549885 3.47631373385405e-06 0.00014244690677209 4.39912351467812
113146 AHNAK2 -1.10801538932365 6.21111038330329 -3.54739558925874 0.00124869059566604 0.010396782336849 -1.23263839379673
9590 AKAP12 -1.10267196531611 5.56531273245093 -6.0226262301229 1.10199132374926e-06 6.90724525283465e-05 5.50826319724262
222 ALDH3B2 1.8152462098579 4.03106367253303 4.84558701808641 3.25952257688326e-05 0.000691595751638395 2.24256332172081
285016 ALKAL2 -1.19740190168326 3.82922943936374 -4.75681577830745 4.20613539838062e-05 0.000840300440651576 1.99756660887519
23600 AMACR 1.06241706358366 3.2107762307784 3.33174809951747 0.00222231471908697 0.0158518529740071 -1.77344357557676
284 ANGPT1 -1.19924012329384 5.33959325721759 -7.0248119344142 6.50303264788694e-08 1.08507001549582e-05 8.23966449147567
9068 ANGPTL1 -1.94258837768195 4.77128612038572 -6.69727990952122 1.62448036438367e-07 1.85121741033342e-05 7.35663421412696
23452 ANGPTL2 -1.10625515279068 5.57119412008973 -6.44770028070545 3.28504217962736e-07 3.05875556877177e-05 6.67694261465011
348094 ANKDD1A -1.1318799750536 4.6039667991938 -7.18773357741734 4.14077023339398e-08 8.55089552058398e-06 8.67468991921784
651746 ANKRD33B -1.05869895969649 4.80232009491642 -5.29978229505047 8.80891802474583e-06 0.000273404171491255 3.50224716518588
390616 ANKRD34C -1.31947296057831 1.42627836779108 -4.93682684356713 2.5071849163229e-05 0.000571501156281386 2.49490976738662
148741 ANKRD35 -1.3027293185026 6.29621398268342 -6.97347743617999 7.50119788860737e-08 1.1852460936567e-05 8.10199357974507
121601 ANO4 -1.04456957905075 3.86365738895051 -4.0444869785573 0.000317891176663374 0.00374003955260224 0.0627303290926182
203859 ANO5 -1.0427003452081 5.62815645579372 -5.1602467526853 1.31721661543516e-05 0.000361965572439144 3.11452076607543
50636 ANO7 1.18350840304446 7.91696235800902 4.59084014856015 6.76674271925745e-05 0.00118599960416431 1.54121400287822
306 ANXA3 1.14480125274348 8.32703714279097 3.93487370442611 0.000431542449296336 0.00467810855767863 -0.227861786006558
26 AOC1 1.97656207142373 7.26961864918606 2.76773521195411 0.00939087313639164 0.0467794222607405 -3.10608821367904
316 AOX1 -1.00610716546062 5.98149395276595 -3.22823549247779 0.00291758484112223 0.0196296990423504 -2.02749684513041
10053 AP1M2 1.25692185840663 7.63942385558666 5.48504958664554 5.16370842780506e-06 0.000188764585230313 4.01732709499901
319 APOF 1.4375486242553 3.5759628834298 6.24784927422778 5.79425581483666e-07 4.48826156625641e-05 6.12901606906985
57221 ARFGEF3 1.05613812305607 6.41800731487204 4.47191669961818 9.50157019358638e-05 0.00153030308515545 1.21591509460451
393 ARHGAP4 -1.11504624589948 3.23386958600166 -3.16921218564105 0.00340262456657754 0.0219512961908777 -2.17060936935782
132946 ARL9 -1.15197353440913 4.13007080968155 -3.76879196023323 0.000682998975548911 0.00657648721211434 -0.663159054146101
100996425 ARLNC1 1.45110103314327 4.5005123232638 3.15510577467037 0.00352945587036626 0.0225256612877078 -2.20461744707382
145407 ARMH4 -1.37430534192641 3.98934720280519 -5.35222809382581 7.57260124429193e-06 0.000245844429502798 3.64804824551015
340075 ARSI -1.58276762019592 3.08951075424989 -5.65714840033615 3.14574217300493e-06 0.000133899478576253 4.49556189311859
443 ASPA -2.51789706490495 3.58337300106218 -7.87137810584364 6.43370567444046e-09 2.49927466534398e-06 10.4657577402786
54829 ASPN 1.26922000606739 4.07892072474143 3.74651130430504 0.000726099292876477 0.00687948501053006 -0.721056888197415
286410 ATP11C -1.0229319629402 4.84778731422524 -5.70737655747833 2.72253587110195e-06 0.000124119252260227 4.63502334210112
477 ATP1A2 -1.70540494050118 8.0218420136171 -5.77810338657145 2.22168310072463e-06 0.000110607802848332 4.83127570385536
27032 ATP2C1 1.12431901663163 7.89223608405824 5.46051592918093 5.54202266630006e-06 0.000197589686753881 3.94912099320923
26033 ATRNL1 -1.88870360242092 3.75637690669512 -7.84025657214644 6.9944757585983e-09 2.51523760167387e-06 10.3855043204325
646282 AZGP1P1 1.19734268679243 6.14083801274133 3.52270242539712 0.00133469292866765 0.0109381887674739 -1.29530182280892
27087 B3GAT1 2.81882659353196 4.31494268320428 7.63874939491832 1.20496838282566e-08 3.69588611185216e-06 9.86283310476592
283177 B3GAT1-DT 1.36932839119561 4.21372900657859 5.26402485592352 9.76569130650009e-06 0.000294339629450394 3.40285636460613
627 BDNF -1.51587949341632 3.91603264827212 -5.25663225720363 9.97610459059965e-06 0.000298096867401342 3.38231019020107
389206 BEND4 1.05074983152529 4.01217957438783 5.22102956656248 1.10546873013053e-05 0.00031739677057113 3.28337262507207
168620 BHLHA15 1.57802894659763 7.98849453389256 6.08829927500184 9.13333883295014e-07 6.10557846278337e-05 5.68958562340048
23743 BHMT2 -1.01213875828429 5.43930060290861 -5.71156525890272 2.68993885788355e-06 0.000124119252260227 4.64665041036413
636 BICD1 1.04231430732406 5.70103821756513 4.22743037796564 0.000190102392283037 0.00251671199862294 0.552787024578994
638 BIK 1.30412049372424 7.54667484302831 6.29405816854069 5.08041161888513e-07 4.05985230402633e-05 6.25596822098262
652 BMP4 -1.54459835883106 6.00917012608923 -6.5734092337484 2.30257150554182e-07 2.37746207381612e-05 7.0199726779958
653 BMP5 -4.49983410626613 4.31487524350735 -14.7888192608485 1.10494902034741e-15 2.30459217173859e-11 24.9616992888242
168667 BMPER -1.27114614235267 2.10689388246019 -2.8528822340611 0.00760857744690552 0.0400594961016872 -2.91364234605236
100507171 BOLA3-DT -1.39941497931018 3.27594354697196 -5.74091974572763 2.47223551823329e-06 0.000117994087422864 4.72811847007172
92747 BPIFB1 -1.14617372503681 2.47065677260044 -2.73686005989541 0.0101285320148869 0.0493807368477082 -3.1750129503172
101929120 BRINP3-DT 1.04171246771383 4.31243063507883 4.78065896735167 3.92789021178178e-05 0.00079925859655739 2.06331458478197
684 BST2 -1.23576373968648 7.99888763586218 -6.07494452490538 9.48863379710893e-07 6.24304211691801e-05 5.65273304241767
387882 C12orf75 -1.24399099019115 9.45299934994441 -5.74554186048792 2.43960690649496e-06 0.000117193847439238 4.74094389464586
317761 C14orf39 1.04013440576191 3.13018842188652 3.49631962547149 0.00143290038483835 0.0115479147320609 -1.3620505864251
84419 C15orf48 2.30376541375506 7.80668774102137 5.77078474231724 2.26889503838369e-06 0.000111873153228295 4.81097550045255
146556 C16orf89 -1.70519640869634 5.02009195601702 -5.60947648832888 3.60837239466137e-06 0.000146419889174032 4.36314135753803
84798 C19orf48 1.38494361077713 8.70666050200587 6.41328226622493 3.62152554104596e-07 3.29843485631422e-05 6.58279675071827
388722 C1orf53 1.08245909546565 3.97794927361638 4.81798084018139 3.52863490193715e-05 0.000736704085582614 2.16631429986297
10882 C1QL1 -1.1183544047455 2.78398185930175 -6.20619624012968 6.52412513051212e-07 4.84247963868653e-05 6.01445427190436
114897 C1QTNF1 -1.17803550960528 6.17594592317144 -8.09483855958684 3.54302438092475e-09 1.99721241926885e-06 11.0382194675365
114898 C1QTNF2 -1.61642504607749 4.14894468990588 -4.96286941751641 2.32612005507605e-05 0.000538467103093464 2.56702295928186
114905 C1QTNF7 -1.61516732854341 4.53412737115402 -6.51661115293965 2.70315917882216e-07 2.6720280091324e-05 6.86514917376268
716 C1S -1.68850997386517 8.10431678576861 -5.85073390450266 1.80345759356578e-06 9.66959255244255e-05 5.03263002795403
717 C2 1.10125016847206 4.3028999469773 5.14511634313745 1.37594372396713e-05 0.000371736505839149 3.07250329079815
150297 C22orf42 1.07404011524975 4.09808780926186 3.16213297558773 0.00346572078175931 0.0222503510839697 -2.18768565759681
257407 C2orf72 1.09068590093051 5.28373014159782 5.82632132172402 1.93436901930872e-06 0.000101115625653439 4.96497309649293
84281 C2orf88 -1.57326545445216 5.04872264060833 -6.35916396590593 4.22244249085056e-07 3.65342434496831e-05 6.43457542611534
718 C3 -1.09713878124158 9.07237661967237 -3.05413928094551 0.00457783530874043 0.0274841424969485 -2.4457467651899
132989 C4orf36 -1.14909003491723 1.86885843552816 -3.93299096760255 0.000433806482648424 0.00469967115026477 -0.2328312628479
375444 C5orf34 -1.16308316846364 5.66159097679806 -5.42633451477366 6.11585219818147e-06 0.00021003898732243 3.854087660917
730 C7 -1.374658646222 5.91703279230435 -6.59775684470381 2.14975540422642e-07 2.25313811386686e-05 7.0862548731693
286189 C8orf34-AS1 1.43495157508841 5.88926120425567 5.87277261297346 1.69294169769432e-06 9.24337303372e-05 5.09368729871951
100127983 C8orf88 -1.08394987535765 6.51393015196556 -5.03533211501613 1.88801045589346e-05 0.000460030605109732 2.76784787223998
401546 C9orf152 1.33845311371528 8.33242236284905 5.89733278814656 1.57778423450268e-06 8.8241758729421e-05 5.16170594829821
761 CA3 -3.07704047551795 3.9144335330867 -8.35064018280838 1.80346943185254e-09 1.25383206467162e-06 11.6852159320437
8618 CADPS -1.04855104438229 3.18281311802268 -3.72582741112185 0.000768472321605687 0.00715217635507801 -0.774693367578273
57172 CAMK1G -1.55530735754719 4.10525850660329 -6.58566587792531 2.22431788280358e-07 2.30808945679772e-05 7.05334582410175
57662 CAMSAP3 1.11648901054713 5.60745483229167 6.29589603314833 5.05393067138832e-07 4.05860830893219e-05 6.26101435611034
124583 CANT1 1.14823033665937 9.03336040227719 5.94262726692937 1.38566569838926e-06 7.98365455008421e-05 5.28707683439296
857 CAV1 -1.45123313199318 9.78586467877561 -5.95113514564822 1.35229573923339e-06 7.83467562033076e-05 5.31061514807987
858 CAV2 -1.18879130299643 6.19841384651399 -5.52096282098051 4.6560859832944e-06 0.000176246797374903 4.11716032067586
8436 CAVIN2 -1.19696650686362 6.14646115212647 -5.16913937359433 1.2838757253383e-05 0.000355143183068713 3.13921860191701
112464 CAVIN3 -1.10926019192368 7.68028786941467 -5.05150130524839 1.80207897599382e-05 0.000447451919075036 2.81269069891051
23624 CBLC 1.0861222183541 3.83783624568841 4.90660791744458 2.73494388169974e-05 0.000607483754426107 2.41127765944264
100506428 CBR3-AS1 1.09910427329937 4.41454764314488 4.51595923501882 8.38032725806211e-05 0.00138721020334446 1.33620370444814
256309 CCDC110 1.02573470449831 3.45092213016345 4.29510134677278 0.000157003126540662 0.00218453249516917 0.735478704369778
64753 CCDC136 -1.16842058970449 4.72595835474244 -6.41112039530498 3.64378744351196e-07 3.30428150910126e-05 6.57688010097785
645811 CCDC154 1.21665725237422 4.14488197915053 3.01068198858844 0.00511476926874238 0.0297320910362764 -2.54825775795765
83643 CCDC3 -1.51361386117983 8.09739194484476 -5.38892773480966 6.81225327205413e-06 0.000229536617924447 3.75008394725268
160777 CCDC60 -1.09118748817616 3.78633583050494 -2.89790087526903 0.00679979914025073 0.0368548012419669 -2.81053012040227
26112 CCDC69 -1.01361328290603 7.50837576070735 -4.45314648988869 0.000100233761142365 0.00157779287256325 1.16471995146837
83987 CCDC8 -1.55506467628654 6.25335135628681 -7.16204347167815 4.44541317823904e-08 8.71898097526877e-06 8.60628983334732
151887 CCDC80 -1.87785359066599 6.2701095874381 -7.17487255205442 4.2905402579175e-08 8.68813574362964e-06 8.64045668558987
220388 CCDC89 -1.06939148073986 2.98746675759424 -4.8110918306986 3.59916565646642e-05 0.000746943264645971 2.14729477191203
105682749 CCEPR -1.18278499695018 3.93809652270447 -4.61880231254854 6.24665272522966e-05 0.0011241280059544 1.61791878159952
6362 CCL18 1.26627253974518 3.80449197643066 2.80961779701182 0.00847027779940674 0.0432320796263454 -3.01185521055603
894 CCND2 -1.22420276377605 5.96667780212867 -9.75945524743806 5.09128722487751e-11 8.84908147077252e-08 15.0817858324599
100129961 CCNT2-AS1 -1.05452062661249 2.13317784190723 -4.00411908130593 0.000355846972174612 0.00408245340959619 -0.0445714041251337
4345 CD200 -1.48303793080501 5.87648012262807 -6.72938180531675 1.48439545072947e-07 1.75909294976503e-05 7.44365137795157
101928707 CD2BP2-DT 1.02867915695659 2.29053550213626 3.74514386205481 0.000728829020647709 0.00689083720926984 -0.724606226036701
51293 CD320 1.07854947078424 7.1840101964363 5.62486078759905 3.45205981401864e-06 0.000142011068128179 4.40588047654703
917 CD3G -1.00660745885839 3.51586555949735 -2.75308879569716 0.00973431004254958 0.0479859382078602 -3.13884238349747
10602 CDC42EP3 -1.24904114853625 8.9888727840363 -7.09848410133371 5.30054989318252e-08 9.39932820709486e-06 8.4367440926359
